rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,magnetic_field,x,y,z,magnetic_field_covariance
1749502345190548578,,18714,,1749161044,223836112,"""base_link""",,-1.1217272281646729e-05,1.2033454328775403e-05,-2.9716143012046817e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502345229911420,,18715,,1749161044,245010112,"""base_link""",,-1.0974296927452088e-05,1.3755656778812406e-05,-2.961564362049103e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502345471602100,,18716,,1749161044,367328440,"""base_link""",,-1.278911978006363e-05,9.809854626655576e-06,-2.8953284025192263e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502345509453586,,18717,,1749161044,383325440,"""base_link""",,-1.4962087571620941e-05,7.682992517948147e-06,-2.8779858350753786e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502345751038462,,18718,,1749161044,505587976,"""base_link""",,-1.288207620382309e-05,1.130140572786331e-05,-2.8733041882514954e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502345790036584,,18719,,1749161044,526870976,"""base_link""",,-1.0160256922245026e-05,1.1668490618467328e-05,-2.769584953784943e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346024220064,,18720,,1749161044,643868488,"""base_link""",,-1.1492893099784852e-05,9.376329928636548e-06,-3.14971536397934e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346067167560,,18721,,1749161044,665107744,"""base_link""",,-1.1368560791015625e-05,1.0077244043350217e-05,-3.184472322463989e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346310189790,,18722,,1749161044,787488512,"""base_link""",,-1.2225404381752014e-05,1.0793326050043103e-05,-2.9233136773109436e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346350107728,,18723,,1749161044,803348512,"""base_link""",,-1.4229869842529298e-05,8.49317982792854e-06,-3.192777037620545e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346590670854,,18724,,1749161044,925703560,"""base_link""",,-1.514645665884018e-05,9.774852544069286e-06,-2.8127357363700867e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346629553667,,18725,,1749161044,946940560,"""base_link""",,-1.579284816980362e-05,1.2344703823328016e-05,-3.204080164432526e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346869250316,,18726,,1749161045,63907888,"""base_link""",,-1.2406010925769806e-05,1.1800816655158995e-05,-2.8880450129508975e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502346911222033,,18727,,1749161045,85145888,"""base_link""",,-8.341296017169952e-06,1.128972843289375e-05,-2.680317759513855e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502347148681240,,18728,,1749161045,202163168,"""base_link""",,-6.444582343101502e-06,1.3669049739837644e-05,-2.9837629199028016e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502347186893418,,18729,,1749161045,223447168,"""base_link""",,-8.973124623298645e-06,1.2704484164714811e-05,-3.2767537236213686e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502347428162284,,18730,,1749161045,345711192,"""base_link""",,-9.241529554128648e-06,1.2234014272689816e-05,-3.264823257923126e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502347467792415,,18731,,1749161045,361709520,"""base_link""",,-9.442514926195145e-06,1.0552792996168134e-05,-3.1288814544677736e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502347705882432,,18732,,1749161045,483992056,"""base_link""",,-9.721339493989945e-06,1.184548735618591e-05,-3.232402503490448e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502347745644879,,18733,,1749161045,505296056,"""base_link""",,-8.280304819345475e-06,1.2546125054359434e-05,-2.917793095111847e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502347987381736,,18734,,1749161045,622249800,"""base_link""",,-9.43562462925911e-06,1.2630997598171232e-05,-2.9000839591026308e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502348025258264,,18735,,1749161045,643524800,"""base_link""",,-9.662876278162003e-06,1.2534369528293607e-05,-3.0437761545181276e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502348267863889,,18736,,1749161045,765799848,"""base_link""",,-8.484309911727905e-06,1.2957459688186643e-05,-2.8838443756103516e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502348306633553,,18737,,1749161045,781725848,"""base_link""",,-8.453114330768586e-06,1.3780382275581355e-05,-3.480927050113678e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502348545896251,,18738,,1749161045,904033872,"""base_link""",,-8.460342139005661e-06,1.4313408732414242e-05,-3.141129910945892e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749502348586195714,,18739,,1749161045,925358872,"""base_link""",,-1.05844646692276e-05,1.2952169775962827e-05,-3.096596896648407e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
